reviews,reviewers,date_reviews,rating,course_id
"Professor Shiller explained all concepts thoroughly and precisely. He was able to carefully untangled the intricate, interconnected webs of the stock market, the global economy, and governance. I would wholeheartedly recommend this course to any peer who asked.",By Hiba M,"Oct 16, 2018",5,financial-markets-global
This course has expanded my knowledge regarding the depths of financial markets. Professor Robert Schiller's lessons were both interesting and funny. The way he described sometimes complicated topics in interesting and simple ways helped me finish this course!,By Alexander S,"Sep 29, 2020",5,financial-markets-global
I am very happy to complete this course in coursera. it will helpful for developing country student like me. They are able to learn better education and get excellent instructor from this platform. I hope coursera will be even getting better success in future.,By Md J H  ,"Aug 27, 2020",5,financial-markets-global
"This is an excellent course for all financial services professionals!  The course teaches the fundamentals of finance and economics!  The course instructor, Professor Robert Shiller is a Nobel Laureate in Economics! You can't find a better instructor than him!",By Fredrick B,"Jul 15, 2020",5,financial-markets-global
"Me encanto este curso, es super completo y te ayuda a tener una mejor perspectiva de las finanzas.También se adquiere muchísimo conocimiento sobre la historia de como se ha ido desarrollando el mercado, como hemos ido evolucionando y también de como funcionan.",By María C,"Jun 22, 2020",5,financial-markets-global
"Robert Shiller's course is an insightful, interesting experience.  The course gives a beginner explanation to all the different financial instruments and innovations that are being done in today's world. A must-do course for those entering the field of finance",By Muppala S ,"May 08, 2020",5,financial-markets-global
"The course helped me understand the basic principles of financial markets. I found Professor Shilling's lectures to be well-structured, valuable and engaging. The recorded discussions with students added more perspective and so enriched my Coursera experience. ",By Felix T,"Mar 10, 2020",5,financial-markets-global
An excellent course by Professor Robert Shiller (Yale) which gives a broad understanding of the financial world. Highly recommended for those who are new to finance as it is not overly complex. The course is very well structured and the lectures are brilliant.,By Daniel P,"Oct 10, 2017",5,financial-markets-global
"I feel very lucky to have this course under guidance of Professor Schiller. During this COVID 19 lockdown period, the time spent in Financial Markets learning was one of the great achievement for technical person like me. Thanks Professor and Yale University.",By Prashant B P,"May 08, 2020",5,financial-markets-global
I love this course and highly recommend. I learned many new knowledge from this course. Mr Shiller explains things very clear. I benefited from this course a lot. And I was quite moved at the end of this course when the Mr Shiller says some nice wishes to us. ,By jialu.du,"Jan 06, 2018",5,financial-markets-global
"Enjoyed the course, at times found it difficult to get my head around a few things and had to do some extra reading or learning, but I had no real background in Finance. Enjoyed it very much and enjoyed the Coursera experience as a whole. Would recommend it!",By Jake N,"Jul 15, 2020",5,financial-markets-global
"It was a very good course. It teaches the basics of finance really well. I have almost no complaints about the course and its contents. However, i feel that some tricky topics like futures and options could have been given more time and dwell deeper into it.",By SHASHWATH M S,"Jun 16, 2020",5,financial-markets-global
I could understand more about the financial markets after this course. Professor Shiller really knows how to engage and explain all the quirkys in the financial markets and how to deal with them. There are important features that I can understand after the classes. ,By Davi F C,"Aug 09, 2020",5,financial-markets-global
"I enjoyed all of the course, the video platform and easily referable text made the course easier to navigate.  I would welcome more calculations related to finance and financial valuations ... am now looking at next course options with those skill sets.  Thank you!",By D'Arcy C,"Jun 02, 2020",5,financial-markets-global
"This is a great course, I work in the capital markets and doing the course I could learn a lot of theories and new concepts that sometimes it is difficult to learn only doing daily tasks, really enjoined the course and the time spent on it was really an investment.",By Marcos A d J,"Jan 23, 2020",5,financial-markets-global
Its one of the best courses on Coursera. It gives us a fundaemental knowledge of financial market. Prof. Robert Shiller has done an amazing job and kudos to the course designing team as well. A wonderful course even for those who are from non-economics background.,By ABHISHEK S,"Jul 17, 2020",5,financial-markets-global
"This is a really good course, especially for beginners who would want to learn the basics of finance. It covers mostly all the aspects of finance. Also, Professor Shiller is a fantastic teacher and I would definitely recommend this course to everyone. Best wishes,",By Aditya C,"May 07, 2020",5,financial-markets-global
"Cool course! Wish I could submit assignments without paying, I did that with other universities on this website, they're trying to make money from poor students ofcourse but content is pretty cool. Just audit it for free, no one cares about the certificate anyway!",By Siddhartha S,"Oct 29, 2017",5,financial-markets-global
This course provide a perfect study to revise and improve my understanding of finance as an MBA post-grad. The instructor very aptly make us understand the main philosophy behind the financial concepts as well as their fine application in the real world markets. ,By Chandra P S,"Jun 04, 2020",5,financial-markets-global
I thoroughly enjoyed the course and was extremely satisfied by Prof Shiller's lectures. The chalk talk helped to expound on certain ideas or financial lingo that seemed challenging to understand at first. Kudos to the team and hope to take another class by Yale!,By Yugesh S R,"May 27, 2020",5,financial-markets-global
"Professor Shiller is a great economist and a great teacher, his broad knowledge and way of teaching is simply superb. I wish I had professors like him in my college. Nevertheless this course felt like directly sitting in the yale classroom and learning from him.",By Hanumant K,"Sep 15, 2019",5,financial-markets-global
robert shiller is a very good teacher the course is complete thank to coursera i have learned so many things with this video even if i am working in finance there are some important points to take in accountthank you yale and coursera for this amazing experience ,By Mellul J ,"Mar 10, 2018",5,financial-markets-global
  NO WORDS CAN DESCRIBE HOW HAPPY I AM JUST THE FACT TO ADQUIRE THOSE KNOWLEDGE AND THE POTENTIAL TO BECOME A BETTER PERSON AND ALSO HELP OTHER TO FULFILL THEIR DREAMS ITS MIND BLOWING TO ME. THANK YOU ONCE AGAIN I'M TRULY GRATEFUL FOR YALE AND COURSERA FUNDATION  ,By Ejay W J,"Aug 20, 2020",5,financial-markets-global
I really enjoyed the opportunity to be a part of Robert J. Shiller's lectures. I'm excited by the possibilities and opportunities that a platform like Coursera can create. I have no doubt this new method of education will serve many across the world. Thank you!,By Jesus F ,"Jul 02, 2020",5,financial-markets-global
"Absolutely loved the course! Very informative, fascinating and thorough. Prof. Shiller has been extremely engaging and has simplified even complex concepts for the learners. Would recommend this to anyone who is looking to expand their understanding of Finance.",By Anit K B,"May 29, 2020",5,financial-markets-global
"Professor Shiller explained all concepts thoroughly and precisely. He was able to carefully untangled the intricate, interconnected webs of the stock market, the global economy, and governance. I would wholeheartedly recommend this course to any peer who asked.",By Hiba M,"Oct 16, 2018",5,financial-markets-global
This course has expanded my knowledge regarding the depths of financial markets. Professor Robert Schiller's lessons were both interesting and funny. The way he described sometimes complicated topics in interesting and simple ways helped me finish this course!,By Alexander S,"Sep 29, 2020",5,financial-markets-global
I am very happy to complete this course in coursera. it will helpful for developing country student like me. They are able to learn better education and get excellent instructor from this platform. I hope coursera will be even getting better success in future.,By Md J H  ,"Aug 27, 2020",5,financial-markets-global
"This is an excellent course for all financial services professionals!  The course teaches the fundamentals of finance and economics!  The course instructor, Professor Robert Shiller is a Nobel Laureate in Economics! You can't find a better instructor than him!",By Fredrick B,"Jul 15, 2020",5,financial-markets-global
"Me encanto este curso, es super completo y te ayuda a tener una mejor perspectiva de las finanzas.También se adquiere muchísimo conocimiento sobre la historia de como se ha ido desarrollando el mercado, como hemos ido evolucionando y también de como funcionan.",By María C,"Jun 22, 2020",5,financial-markets-global
"Robert Shiller's course is an insightful, interesting experience.  The course gives a beginner explanation to all the different financial instruments and innovations that are being done in today's world. A must-do course for those entering the field of finance",By Muppala S ,"May 08, 2020",5,financial-markets-global
"The course helped me understand the basic principles of financial markets. I found Professor Shilling's lectures to be well-structured, valuable and engaging. The recorded discussions with students added more perspective and so enriched my Coursera experience. ",By Felix T,"Mar 10, 2020",5,financial-markets-global
An excellent course by Professor Robert Shiller (Yale) which gives a broad understanding of the financial world. Highly recommended for those who are new to finance as it is not overly complex. The course is very well structured and the lectures are brilliant.,By Daniel P,"Oct 10, 2017",5,financial-markets-global
"I feel very lucky to have this course under guidance of Professor Schiller. During this COVID 19 lockdown period, the time spent in Financial Markets learning was one of the great achievement for technical person like me. Thanks Professor and Yale University.",By Prashant B P,"May 08, 2020",5,financial-markets-global
I love this course and highly recommend. I learned many new knowledge from this course. Mr Shiller explains things very clear. I benefited from this course a lot. And I was quite moved at the end of this course when the Mr Shiller says some nice wishes to us. ,By jialu.du,"Jan 06, 2018",5,financial-markets-global
"Enjoyed the course, at times found it difficult to get my head around a few things and had to do some extra reading or learning, but I had no real background in Finance. Enjoyed it very much and enjoyed the Coursera experience as a whole. Would recommend it!",By Jake N,"Jul 15, 2020",5,financial-markets-global
"It was a very good course. It teaches the basics of finance really well. I have almost no complaints about the course and its contents. However, i feel that some tricky topics like futures and options could have been given more time and dwell deeper into it.",By SHASHWATH M S,"Jun 16, 2020",5,financial-markets-global
I could understand more about the financial markets after this course. Professor Shiller really knows how to engage and explain all the quirkys in the financial markets and how to deal with them. There are important features that I can understand after the classes. ,By Davi F C,"Aug 09, 2020",5,financial-markets-global
"I enjoyed all of the course, the video platform and easily referable text made the course easier to navigate.  I would welcome more calculations related to finance and financial valuations ... am now looking at next course options with those skill sets.  Thank you!",By D'Arcy C,"Jun 02, 2020",5,financial-markets-global
"This is a great course, I work in the capital markets and doing the course I could learn a lot of theories and new concepts that sometimes it is difficult to learn only doing daily tasks, really enjoined the course and the time spent on it was really an investment.",By Marcos A d J,"Jan 23, 2020",5,financial-markets-global
Its one of the best courses on Coursera. It gives us a fundaemental knowledge of financial market. Prof. Robert Shiller has done an amazing job and kudos to the course designing team as well. A wonderful course even for those who are from non-economics background.,By ABHISHEK S,"Jul 17, 2020",5,financial-markets-global
"This is a really good course, especially for beginners who would want to learn the basics of finance. It covers mostly all the aspects of finance. Also, Professor Shiller is a fantastic teacher and I would definitely recommend this course to everyone. Best wishes,",By Aditya C,"May 07, 2020",5,financial-markets-global
"Cool course! Wish I could submit assignments without paying, I did that with other universities on this website, they're trying to make money from poor students ofcourse but content is pretty cool. Just audit it for free, no one cares about the certificate anyway!",By Siddhartha S,"Oct 29, 2017",5,financial-markets-global
This course provide a perfect study to revise and improve my understanding of finance as an MBA post-grad. The instructor very aptly make us understand the main philosophy behind the financial concepts as well as their fine application in the real world markets. ,By Chandra P S,"Jun 04, 2020",5,financial-markets-global
I thoroughly enjoyed the course and was extremely satisfied by Prof Shiller's lectures. The chalk talk helped to expound on certain ideas or financial lingo that seemed challenging to understand at first. Kudos to the team and hope to take another class by Yale!,By Yugesh S R,"May 27, 2020",5,financial-markets-global
"Professor Shiller is a great economist and a great teacher, his broad knowledge and way of teaching is simply superb. I wish I had professors like him in my college. Nevertheless this course felt like directly sitting in the yale classroom and learning from him.",By Hanumant K,"Sep 15, 2019",5,financial-markets-global
robert shiller is a very good teacher the course is complete thank to coursera i have learned so many things with this video even if i am working in finance there are some important points to take in accountthank you yale and coursera for this amazing experience ,By Mellul J ,"Mar 10, 2018",5,financial-markets-global
  NO WORDS CAN DESCRIBE HOW HAPPY I AM JUST THE FACT TO ADQUIRE THOSE KNOWLEDGE AND THE POTENTIAL TO BECOME A BETTER PERSON AND ALSO HELP OTHER TO FULFILL THEIR DREAMS ITS MIND BLOWING TO ME. THANK YOU ONCE AGAIN I'M TRULY GRATEFUL FOR YALE AND COURSERA FUNDATION  ,By Ejay W J,"Aug 20, 2020",5,financial-markets-global
I really enjoyed the opportunity to be a part of Robert J. Shiller's lectures. I'm excited by the possibilities and opportunities that a platform like Coursera can create. I have no doubt this new method of education will serve many across the world. Thank you!,By Jesus F ,"Jul 02, 2020",5,financial-markets-global
"Absolutely loved the course! Very informative, fascinating and thorough. Prof. Shiller has been extremely engaging and has simplified even complex concepts for the learners. Would recommend this to anyone who is looking to expand their understanding of Finance.",By Anit K B,"May 29, 2020",5,financial-markets-global
"Professor Shiller explained all concepts thoroughly and precisely. He was able to carefully untangled the intricate, interconnected webs of the stock market, the global economy, and governance. I would wholeheartedly recommend this course to any peer who asked.",By Hiba M,"Oct 16, 2018",5,financial-markets-global
This course has expanded my knowledge regarding the depths of financial markets. Professor Robert Schiller's lessons were both interesting and funny. The way he described sometimes complicated topics in interesting and simple ways helped me finish this course!,By Alexander S,"Sep 29, 2020",5,financial-markets-global
I am very happy to complete this course in coursera. it will helpful for developing country student like me. They are able to learn better education and get excellent instructor from this platform. I hope coursera will be even getting better success in future.,By Md J H  ,"Aug 27, 2020",5,financial-markets-global
"This is an excellent course for all financial services professionals!  The course teaches the fundamentals of finance and economics!  The course instructor, Professor Robert Shiller is a Nobel Laureate in Economics! You can't find a better instructor than him!",By Fredrick B,"Jul 15, 2020",5,financial-markets-global
"Me encanto este curso, es super completo y te ayuda a tener una mejor perspectiva de las finanzas.También se adquiere muchísimo conocimiento sobre la historia de como se ha ido desarrollando el mercado, como hemos ido evolucionando y también de como funcionan.",By María C,"Jun 22, 2020",5,financial-markets-global
"Robert Shiller's course is an insightful, interesting experience.  The course gives a beginner explanation to all the different financial instruments and innovations that are being done in today's world. A must-do course for those entering the field of finance",By Muppala S ,"May 08, 2020",5,financial-markets-global
"The course helped me understand the basic principles of financial markets. I found Professor Shilling's lectures to be well-structured, valuable and engaging. The recorded discussions with students added more perspective and so enriched my Coursera experience. ",By Felix T,"Mar 10, 2020",5,financial-markets-global
An excellent course by Professor Robert Shiller (Yale) which gives a broad understanding of the financial world. Highly recommended for those who are new to finance as it is not overly complex. The course is very well structured and the lectures are brilliant.,By Daniel P,"Oct 10, 2017",5,financial-markets-global
"I feel very lucky to have this course under guidance of Professor Schiller. During this COVID 19 lockdown period, the time spent in Financial Markets learning was one of the great achievement for technical person like me. Thanks Professor and Yale University.",By Prashant B P,"May 08, 2020",5,financial-markets-global
I love this course and highly recommend. I learned many new knowledge from this course. Mr Shiller explains things very clear. I benefited from this course a lot. And I was quite moved at the end of this course when the Mr Shiller says some nice wishes to us. ,By jialu.du,"Jan 06, 2018",5,financial-markets-global
"Enjoyed the course, at times found it difficult to get my head around a few things and had to do some extra reading or learning, but I had no real background in Finance. Enjoyed it very much and enjoyed the Coursera experience as a whole. Would recommend it!",By Jake N,"Jul 15, 2020",5,financial-markets-global
"It was a very good course. It teaches the basics of finance really well. I have almost no complaints about the course and its contents. However, i feel that some tricky topics like futures and options could have been given more time and dwell deeper into it.",By SHASHWATH M S,"Jun 16, 2020",5,financial-markets-global
"This course is very good on the way that you can see how finance is in everything we see on a daily basis. Also on how to look finance a little bit more on the social aspect and human behavior, with a lot of content on the history of finance. I recommend it.",By Mario J M L,"Jun 01, 2020",5,financial-markets-global
"Muchas gracias profesor
Shiller por sus valiosas enseñanzas, estoy seguro que me serán de gran utilidad
para hacer de mí una mejor persona y del mundo un mejor lugar. El curso me deja
motivado para seguir aprendiendo de este increíble mundo de las finanzas. ",By FABIAN A V M,"Sep 04, 2020",5,financial-markets-global
"Realy very nice and useful course, that covers different aspects of financial markets! And really well done (recording, salons, comments, tests)! Thank's a lot for the authors and aspecially to Professor Shiller for sharing his knowledge with wide audience!",By Yekaterina K,"Jul 01, 2020",5,financial-markets-global
"Very interesting syllabous. Up tp date. Either good new knowledge for someone who does not know, or a nice refresh for the ones who know this knowledge more or less. It worths the effort. Dr Shiller is fantatic. His real life students are lucky to have him! ",By Evangelos C,"Apr 25, 2020",5,financial-markets-global
"Es un curso excelente, la amplitud de los temas que se maneja, además del enfoque social que se le da a las finanzas al final del curso hacen que realmente valga la pena. Si es recomendable tener un cierto conocimiento de finanzas antes de llevar el curso.",By Luciano R M,"Jul 18, 2020",5,financial-markets-global
"This course is very informative, easy to follow, and I have rarely seen a professor as engaging and informative as Mr. Shiller. To anyone who wants to have a basic knowledge of how Finance plays a part in our economy, I highly suggest to take this course. ",By Eknoor S A,"Jul 15, 2020",5,financial-markets-global
"Overall, it is excellent. One of the main theme of Financial education is to understand and use it to make ""civilization work better"" (quoting Prof. Schiller). Some mathematical treatment, and little more  of stock, options, and valuation will be great. ",By Jayanta B,"Jul 29, 2020",5,financial-markets-global
"Fantastic Course... just a disappointment that the  Certificate of Completion is not FREE as advertised?  I understand the 'original' document would incur a cost, but surely a student would be granted a 'digital/electronic' version of the certificate???",By Anton d P,"Apr 25, 2020",5,financial-markets-global
"It's a very complete course that allows you to look at financial markets from a different perspective, I think it can be of great interest for anyone trying to get involved into the financial environment. The lecturer, Professor Bob Swiller is the best!",By Carlos A V R,"Mar 09, 2020",5,financial-markets-global
"The way the teaching went was wonderful, especially the discussions about a thought was a very thoughtful way  to drive the thoughts which went on like a day to day life conversations. The course was very productive to me and was filled with knowledge. ",By HEMESH R K S,"Aug 18, 2020",5,financial-markets-global
This should be a course that just about every mature adult should take to learn about the basics of financial markets. The story telling format/way of teaching of Professor Robert Shiller makes the course an enjoyable and memorable learning experience.,By Guillermo V,"Sep 17, 2019",5,financial-markets-global
I highly recommend to rely on youtube videos to clearly understand the meaning of some terms for those who have really limited experience with financial world. Thanks to everyone involved in making this course available to people all around the worldd,By Mauricio R,"Jul 07, 2020",5,financial-markets-global
"Prof. Shiller makes the Financial Markets course very easy, connecting the dots in real application.  He is a true Genius. I am very honor that he is my Virtual professor, a lecture from a Nobel Prize awardee. I just hoped that he can make more MOOC. ",By Connie C,"Jul 02, 2020",5,financial-markets-global
Excellent course for the beginners. I am an engineer and still I wanted to learn basics of finance. This course is the best choice if you want to understand basics. I would like to add that professor Shiller is very brilliant in explaining concepts.,By Keval V,"May 30, 2020",5,financial-markets-global
"Course of great academic and practical value, allowed me to deepen knowledge of Finance and understand the human side of the Economy. Congratulations to Professor Schiller for his great work making the course enjoyable and profound at the same time",By Carlos F K,"Jun 29, 2020",5,financial-markets-global
The course is very beneficial for anyone interested in the world of finance. Prof. Shiller is just amazing and teaches with enthusiasm and passion which motivates students to learn and discover aspects of finance far beyond the scope of the course.,By Dikshant P S,"Jun 15, 2020",5,financial-markets-global
very useful and interesting course - for both beginners and professionals. You will get a lot of knowledge about the history of the financial markets and understand the reasons why the markets behave themselves in a certain way. Highly recommended!,By Veronika B,"May 23, 2020",5,financial-markets-global
"I`m strongly satisfied with this course. It was new experience for me and I thank developers of the course, Professor Shiller and also assistant Arun. I`ve gained knowledge in the Finance, Behavioral Finance and much more than that. Thank you all.",By Габбасова И М,"Aug 04, 2020",5,financial-markets-global
"The course is very helpful and educational at the same time. I honestly feel educated and enriched by knowledge even though I am still in the early stages of my studies. Thank you so much for granting us this opportunity, truly knowledge is power.",By Mamookho R,"Jan 05, 2020",5,financial-markets-global
When I started this class I knew absolutely nothing about finance. After finishing this amazing course I have a good understanding of all the different financial markets and devices. First two weeks were tough for me but I'm glad I stuck with it.,By Long H H,"Jul 25, 2020",5,financial-markets-global
'Financial Markets' is an excellent course which provides valuable insights into the functioning of today's financial markets. It also affords a view of some of the latest financial innovations which can be creatively employed to benefit society. ,By Kenneth L,"Mar 27, 2020",5,financial-markets-global
"the lessons are very clear and not so complex to understand. And the conversation room brings a plus on a way it gave me a space to think on the questions that the students were asking, on which I saw myself with the same doubts. Thanks Professor",By Príncipe Z,"Feb 26, 2020",5,financial-markets-global
"Such an amazing course. I knew nothing about financial markets starting out, and I know feel able to hold my own in a basic finance conversation. Professor Shiller is a wonderful instructor and clearly a brilliant man. Would definitely recommend! ",By Heather H,"Sep 09, 2017",5,financial-markets-global
"the course was entertaining throughout, and it provided an interesting and valuable insight and introduction into the basics of finance and how many of these things will apply to our real world lives as present/future working members of society.",By Zong Y,"Jul 15, 2020",5,financial-markets-global
A necessary step towards the world of Finance for students. The Modules are highly relevant and engaging with incredible insights by Professor Shiller on the Financial Crisis of 2008 and the overall functions of different Financial Institutions.,By Utkarsh P,"Jun 22, 2020",5,financial-markets-global
"This course is very good on the way that you can see how finance is in everything we see on a daily basis. Also on how to look finance a little bit more on the social aspect and human behavior, with a lot of content on the history of finance. I recommend it.",By Mario J M L,"Jun 01, 2020",5,financial-markets-global
"Muchas gracias profesor
Shiller por sus valiosas enseñanzas, estoy seguro que me serán de gran utilidad
para hacer de mí una mejor persona y del mundo un mejor lugar. El curso me deja
motivado para seguir aprendiendo de este increíble mundo de las finanzas. ",By FABIAN A V M,"Sep 04, 2020",5,financial-markets-global
"Realy very nice and useful course, that covers different aspects of financial markets! And really well done (recording, salons, comments, tests)! Thank's a lot for the authors and aspecially to Professor Shiller for sharing his knowledge with wide audience!",By Yekaterina K,"Jul 01, 2020",5,financial-markets-global
"Very interesting syllabous. Up tp date. Either good new knowledge for someone who does not know, or a nice refresh for the ones who know this knowledge more or less. It worths the effort. Dr Shiller is fantatic. His real life students are lucky to have him! ",By Evangelos C,"Apr 25, 2020",5,financial-markets-global
"Es un curso excelente, la amplitud de los temas que se maneja, además del enfoque social que se le da a las finanzas al final del curso hacen que realmente valga la pena. Si es recomendable tener un cierto conocimiento de finanzas antes de llevar el curso.",By Luciano R M,"Jul 18, 2020",5,financial-markets-global
"This course is very informative, easy to follow, and I have rarely seen a professor as engaging and informative as Mr. Shiller. To anyone who wants to have a basic knowledge of how Finance plays a part in our economy, I highly suggest to take this course. ",By Eknoor S A,"Jul 15, 2020",5,financial-markets-global
"Overall, it is excellent. One of the main theme of Financial education is to understand and use it to make ""civilization work better"" (quoting Prof. Schiller). Some mathematical treatment, and little more  of stock, options, and valuation will be great. ",By Jayanta B,"Jul 29, 2020",5,financial-markets-global
"Fantastic Course... just a disappointment that the  Certificate of Completion is not FREE as advertised?  I understand the 'original' document would incur a cost, but surely a student would be granted a 'digital/electronic' version of the certificate???",By Anton d P,"Apr 25, 2020",5,financial-markets-global
"It's a very complete course that allows you to look at financial markets from a different perspective, I think it can be of great interest for anyone trying to get involved into the financial environment. The lecturer, Professor Bob Swiller is the best!",By Carlos A V R,"Mar 09, 2020",5,financial-markets-global
"The way the teaching went was wonderful, especially the discussions about a thought was a very thoughtful way  to drive the thoughts which went on like a day to day life conversations. The course was very productive to me and was filled with knowledge. ",By HEMESH R K S,"Aug 18, 2020",5,financial-markets-global
This should be a course that just about every mature adult should take to learn about the basics of financial markets. The story telling format/way of teaching of Professor Robert Shiller makes the course an enjoyable and memorable learning experience.,By Guillermo V,"Sep 17, 2019",5,financial-markets-global
I highly recommend to rely on youtube videos to clearly understand the meaning of some terms for those who have really limited experience with financial world. Thanks to everyone involved in making this course available to people all around the worldd,By Mauricio R,"Jul 07, 2020",5,financial-markets-global
"Prof. Shiller makes the Financial Markets course very easy, connecting the dots in real application.  He is a true Genius. I am very honor that he is my Virtual professor, a lecture from a Nobel Prize awardee. I just hoped that he can make more MOOC. ",By Connie C,"Jul 02, 2020",5,financial-markets-global
Excellent course for the beginners. I am an engineer and still I wanted to learn basics of finance. This course is the best choice if you want to understand basics. I would like to add that professor Shiller is very brilliant in explaining concepts.,By Keval V,"May 30, 2020",5,financial-markets-global
"Course of great academic and practical value, allowed me to deepen knowledge of Finance and understand the human side of the Economy. Congratulations to Professor Schiller for his great work making the course enjoyable and profound at the same time",By Carlos F K,"Jun 29, 2020",5,financial-markets-global
The course is very beneficial for anyone interested in the world of finance. Prof. Shiller is just amazing and teaches with enthusiasm and passion which motivates students to learn and discover aspects of finance far beyond the scope of the course.,By Dikshant P S,"Jun 15, 2020",5,financial-markets-global
very useful and interesting course - for both beginners and professionals. You will get a lot of knowledge about the history of the financial markets and understand the reasons why the markets behave themselves in a certain way. Highly recommended!,By Veronika B,"May 23, 2020",5,financial-markets-global
"I`m strongly satisfied with this course. It was new experience for me and I thank developers of the course, Professor Shiller and also assistant Arun. I`ve gained knowledge in the Finance, Behavioral Finance and much more than that. Thank you all.",By Габбасова И М,"Aug 04, 2020",5,financial-markets-global
"The course is very helpful and educational at the same time. I honestly feel educated and enriched by knowledge even though I am still in the early stages of my studies. Thank you so much for granting us this opportunity, truly knowledge is power.",By Mamookho R,"Jan 05, 2020",5,financial-markets-global
When I started this class I knew absolutely nothing about finance. After finishing this amazing course I have a good understanding of all the different financial markets and devices. First two weeks were tough for me but I'm glad I stuck with it.,By Long H H,"Jul 25, 2020",5,financial-markets-global
'Financial Markets' is an excellent course which provides valuable insights into the functioning of today's financial markets. It also affords a view of some of the latest financial innovations which can be creatively employed to benefit society. ,By Kenneth L,"Mar 27, 2020",5,financial-markets-global
"the lessons are very clear and not so complex to understand. And the conversation room brings a plus on a way it gave me a space to think on the questions that the students were asking, on which I saw myself with the same doubts. Thanks Professor",By Príncipe Z,"Feb 26, 2020",5,financial-markets-global
"Such an amazing course. I knew nothing about financial markets starting out, and I know feel able to hold my own in a basic finance conversation. Professor Shiller is a wonderful instructor and clearly a brilliant man. Would definitely recommend! ",By Heather H,"Sep 09, 2017",5,financial-markets-global
"the course was entertaining throughout, and it provided an interesting and valuable insight and introduction into the basics of finance and how many of these things will apply to our real world lives as present/future working members of society.",By Zong Y,"Jul 15, 2020",5,financial-markets-global
A necessary step towards the world of Finance for students. The Modules are highly relevant and engaging with incredible insights by Professor Shiller on the Financial Crisis of 2008 and the overall functions of different Financial Institutions.,By Utkarsh P,"Jun 22, 2020",5,financial-markets-global
"This course is very good on the way that you can see how finance is in everything we see on a daily basis. Also on how to look finance a little bit more on the social aspect and human behavior, with a lot of content on the history of finance. I recommend it.",By Mario J M L,"Jun 01, 2020",5,financial-markets-global
"Muchas gracias profesor
Shiller por sus valiosas enseñanzas, estoy seguro que me serán de gran utilidad
para hacer de mí una mejor persona y del mundo un mejor lugar. El curso me deja
motivado para seguir aprendiendo de este increíble mundo de las finanzas. ",By FABIAN A V M,"Sep 04, 2020",5,financial-markets-global
"Realy very nice and useful course, that covers different aspects of financial markets! And really well done (recording, salons, comments, tests)! Thank's a lot for the authors and aspecially to Professor Shiller for sharing his knowledge with wide audience!",By Yekaterina K,"Jul 01, 2020",5,financial-markets-global
"Very interesting syllabous. Up tp date. Either good new knowledge for someone who does not know, or a nice refresh for the ones who know this knowledge more or less. It worths the effort. Dr Shiller is fantatic. His real life students are lucky to have him! ",By Evangelos C,"Apr 25, 2020",5,financial-markets-global
"Es un curso excelente, la amplitud de los temas que se maneja, además del enfoque social que se le da a las finanzas al final del curso hacen que realmente valga la pena. Si es recomendable tener un cierto conocimiento de finanzas antes de llevar el curso.",By Luciano R M,"Jul 18, 2020",5,financial-markets-global
"This course is very informative, easy to follow, and I have rarely seen a professor as engaging and informative as Mr. Shiller. To anyone who wants to have a basic knowledge of how Finance plays a part in our economy, I highly suggest to take this course. ",By Eknoor S A,"Jul 15, 2020",5,financial-markets-global
"Overall, it is excellent. One of the main theme of Financial education is to understand and use it to make ""civilization work better"" (quoting Prof. Schiller). Some mathematical treatment, and little more  of stock, options, and valuation will be great. ",By Jayanta B,"Jul 29, 2020",5,financial-markets-global
"Fantastic Course... just a disappointment that the  Certificate of Completion is not FREE as advertised?  I understand the 'original' document would incur a cost, but surely a student would be granted a 'digital/electronic' version of the certificate???",By Anton d P,"Apr 25, 2020",5,financial-markets-global
"It's a very complete course that allows you to look at financial markets from a different perspective, I think it can be of great interest for anyone trying to get involved into the financial environment. The lecturer, Professor Bob Swiller is the best!",By Carlos A V R,"Mar 09, 2020",5,financial-markets-global
"The way the teaching went was wonderful, especially the discussions about a thought was a very thoughtful way  to drive the thoughts which went on like a day to day life conversations. The course was very productive to me and was filled with knowledge. ",By HEMESH R K S,"Aug 18, 2020",5,financial-markets-global
This should be a course that just about every mature adult should take to learn about the basics of financial markets. The story telling format/way of teaching of Professor Robert Shiller makes the course an enjoyable and memorable learning experience.,By Guillermo V,"Sep 17, 2019",5,financial-markets-global
I highly recommend to rely on youtube videos to clearly understand the meaning of some terms for those who have really limited experience with financial world. Thanks to everyone involved in making this course available to people all around the worldd,By Mauricio R,"Jul 07, 2020",5,financial-markets-global
"Prof. Shiller makes the Financial Markets course very easy, connecting the dots in real application.  He is a true Genius. I am very honor that he is my Virtual professor, a lecture from a Nobel Prize awardee. I just hoped that he can make more MOOC. ",By Connie C,"Jul 02, 2020",5,financial-markets-global
Excellent course for the beginners. I am an engineer and still I wanted to learn basics of finance. This course is the best choice if you want to understand basics. I would like to add that professor Shiller is very brilliant in explaining concepts.,By Keval V,"May 30, 2020",5,financial-markets-global
"Course of great academic and practical value, allowed me to deepen knowledge of Finance and understand the human side of the Economy. Congratulations to Professor Schiller for his great work making the course enjoyable and profound at the same time",By Carlos F K,"Jun 29, 2020",5,financial-markets-global
